Transaction Amount,Payment Method,Product Category,Quantity,Customer Age,Device Used,Is Fraudulent,Account Age Days,Transaction Hour,Shipping Billing Same
29.13,bank transfer,electronics,2,50,desktop,0,338,20,1
216.39,PayPal,health & beauty,3,27,tablet,0,250,10,1
65.73,debit card,electronics,1,12,desktop,0,333,5,1
239.94,PayPal,toys & games,3,43,mobile,0,354,19,1
20.29,PayPal,home & garden,5,27,mobile,0,287,4,1
178.75,bank transfer,electronics,5,28,tablet,0,295,22,0
29.91,debit card,health & beauty,3,41,tablet,0,211,9,1
15.51,debit card,toys & games,1,32,mobile,0,198,5,1
98.08,debit card,toys & games,4,39,tablet,0,107,19,1
96.76,debit card,clothing,5,40,tablet,0,137,18,1
79.05,debit card,clothing,3,41,desktop,1,20,0,1
80.94,debit card,toys & games,2,40,tablet,0,331,10,1
174.88,credit card,health & beauty,3,57,desktop,0,73,21,1
35.95,PayPal,home & garden,4,33,tablet,0,321,17,1
182.99,debit card,home & garden,5,32,desktop,0,188,21,1
246.83,PayPal,toys & games,4,24,mobile,0,66,13,0
67.59,debit card,toys & games,5,16,desktop,0,236,2,1
326.42,credit card,toys & games,2,36,tablet,0,316,18,1
206.9,bank transfer,electronics,5,42,mobile,0,154,21,1
119.71,credit card,toys & games,1,44,desktop,0,272,22,1
141.24,bank transfer,health & beauty,1,35,tablet,0,208,1,1
270.82,bank transfer,electronics,4,47,tablet,0,134,5,1
88.38,bank transfer,electronics,4,36,tablet,0,88,19,1
1072.77,debit card,toys & games,3,35,tablet,0,182,6,1
143.9,bank transfer,electronics,3,41,desktop,0,232,18,1
563.09,bank transfer,home & garden,5,28,mobile,0,154,17,0
232.95,credit card,toys & games,2,32,mobile,0,5,22,1
363.64,debit card,health & beauty,5,39,mobile,0,117,5,1
134.88,debit card,clothing,1,42,tablet,0,251,18,1
80.16,PayPal,toys & games,4,31,mobile,0,107,8,0
17.81,debit card,home & garden,4,40,tablet,0,225,20,1
45.84,bank transfer,electronics,4,16,mobile,0,45,21,1
521.76,credit card,clothing,1,8,tablet,0,327,6,1
461.56,credit card,clothing,4,26,desktop,0,11,9,1
135.64,PayPal,clothing,3,64,desktop,0,358,16,1
25.02,debit card,electronics,5,37,tablet,0,107,23,1
21.83,bank transfer,clothing,5,32,desktop,0,308,15,1
241.11,PayPal,clothing,2,40,tablet,0,2,0,1
42.84,PayPal,home & garden,5,29,mobile,0,160,18,1
321.64,debit card,health & beauty,4,26,mobile,0,73,5,1
98.92,PayPal,home & garden,4,36,tablet,0,84,4,1
262.19,PayPal,home & garden,3,36,tablet,0,193,10,1
21.38,bank transfer,home & garden,5,33,mobile,0,230,18,1
191.69,credit card,home & garden,5,36,mobile,0,196,14,1
64.64,bank transfer,electronics,4,24,tablet,0,61,17,1
618.22,PayPal,electronics,4,50,tablet,0,99,10,1
82.21,PayPal,electronics,2,52,tablet,0,156,5,1
28.59,credit card,electronics,4,36,desktop,0,127,13,1
1000.62,PayPal,electronics,3,20,tablet,0,143,8,1
30.91,PayPal,home & garden,4,35,mobile,0,163,7,1
338.35,bank transfer,toys & games,4,33,mobile,0,334,10,0
337.55,bank transfer,electronics,4,37,desktop,0,319,10,1
151.22,debit card,health & beauty,5,21,tablet,0,18,13,1
208.87,debit card,electronics,5,12,mobile,0,307,17,1
26.98,bank transfer,electronics,1,47,mobile,0,63,6,1
431.69,debit card,electronics,1,42,tablet,0,38,11,1
210.09,PayPal,toys & games,1,38,mobile,0,188,22,1
101.87,credit card,electronics,3,35,desktop,0,322,17,1
867.55,debit card,home & garden,1,50,desktop,1,173,0,0
319.17,PayPal,clothing,1,16,desktop,0,358,13,1
68.89,bank transfer,clothing,1,39,tablet,0,199,6,1
589.37,credit card,home & garden,5,49,tablet,0,103,4,1
89.65,debit card,health & beauty,3,26,mobile,0,150,5,1
92.18,credit card,toys & games,4,34,desktop,0,302,3,0
87.02,debit card,clothing,2,40,desktop,0,240,1,1
272.9,bank transfer,clothing,1,34,mobile,0,170,9,1
105.68,bank transfer,toys & games,3,11,desktop,0,108,19,1
40.7,debit card,toys & games,3,43,tablet,0,36,5,1
342.52,bank transfer,electronics,4,42,mobile,1,10,0,1
230.14,bank transfer,home & garden,3,21,desktop,0,228,14,1
60.63,PayPal,health & beauty,1,39,tablet,0,140,9,1
101.75,PayPal,clothing,3,33,tablet,0,360,2,1
119.34,credit card,health & beauty,2,42,tablet,0,345,1,1
96.81,bank transfer,electronics,5,39,mobile,0,360,22,1
57.43,bank transfer,clothing,2,37,mobile,0,31,18,1
230.03,credit card,clothing,5,34,tablet,0,147,19,1
85.35,credit card,toys & games,3,39,tablet,0,7,23,1
315.85,debit card,electronics,2,25,desktop,0,286,10,1
304.58,credit card,clothing,2,60,mobile,0,29,19,1
33.12,PayPal,health & beauty,2,30,tablet,0,119,9,1
232.57,credit card,electronics,2,31,tablet,0,68,3,1
99.79,debit card,toys & games,4,44,mobile,0,181,23,1
76.97,PayPal,electronics,5,21,mobile,0,50,15,1
168.78,bank transfer,toys & games,1,18,tablet,0,223,10,1
219.66,bank transfer,clothing,4,31,mobile,0,20,6,1
1062.22,bank transfer,clothing,5,29,tablet,0,257,17,0
112.58,PayPal,electronics,4,43,tablet,0,22,12,1
106.06,credit card,toys & games,3,49,tablet,0,25,1,0
30.62,debit card,clothing,1,30,desktop,0,318,20,1
453.38,debit card,toys & games,3,42,mobile,0,224,4,1
228.53,debit card,health & beauty,4,36,desktop,0,307,23,1
27.91,PayPal,health & beauty,1,22,mobile,0,261,21,1
179.23,PayPal,home & garden,2,35,mobile,0,223,21,0
569.53,debit card,home & garden,1,31,tablet,0,213,8,1
220.87,bank transfer,health & beauty,3,41,tablet,0,275,18,1
11.22,credit card,home & garden,3,24,mobile,0,44,1,0
738.9,PayPal,electronics,4,40,tablet,1,5,5,0
96.01,bank transfer,health & beauty,3,28,tablet,0,9,6,1
78.09,debit card,home & garden,3,47,tablet,0,217,11,1
202.21,debit card,health & beauty,2,40,desktop,0,188,2,1
515.33,bank transfer,clothing,3,38,desktop,0,142,8,1
96.57,debit card,clothing,5,41,desktop,0,333,3,0
78.47,credit card,home & garden,2,29,mobile,0,24,14,1
197.83,credit card,electronics,2,32,mobile,0,232,19,1
350.9,bank transfer,clothing,1,23,desktop,0,8,5,1
33.17,credit card,clothing,4,39,desktop,0,229,9,1
203.92,credit card,toys & games,5,29,mobile,0,295,19,0
383.65,bank transfer,electronics,2,43,tablet,1,283,16,1
209.05,PayPal,clothing,1,41,tablet,1,17,2,1
397.69,PayPal,health & beauty,1,20,tablet,0,78,23,1
543.51,bank transfer,electronics,5,49,tablet,0,204,8,1
161.78,credit card,health & beauty,3,32,tablet,0,59,3,1
41.58,credit card,home & garden,3,19,mobile,0,87,10,1
209.14,debit card,home & garden,2,32,tablet,1,48,4,1
27.97,credit card,home & garden,5,37,desktop,0,255,8,0
31.9,debit card,health & beauty,4,36,desktop,0,100,17,1
281.13,credit card,toys & games,4,43,tablet,0,269,0,1
21.99,credit card,clothing,3,18,desktop,0,225,11,0
90.83,PayPal,home & garden,1,42,desktop,0,269,1,1
268.17,bank transfer,toys & games,1,31,mobile,0,121,17,0
383.27,PayPal,health & beauty,5,32,desktop,0,325,22,1
190.56,bank transfer,clothing,1,45,mobile,0,275,0,1
94.73,PayPal,home & garden,1,26,mobile,0,272,4,1
40.54,bank transfer,home & garden,1,38,desktop,0,242,20,1
61.44,debit card,health & beauty,4,37,desktop,0,278,14,1
65.15,PayPal,health & beauty,3,42,mobile,0,77,21,0
157.99,credit card,health & beauty,5,30,desktop,0,86,21,1
234.15,debit card,electronics,3,36,mobile,0,94,15,1
212.2,credit card,home & garden,2,52,desktop,0,290,10,1
88.81,bank transfer,home & garden,1,24,desktop,0,41,16,0
639.09,PayPal,electronics,3,36,desktop,0,198,3,1
364.26,debit card,clothing,5,53,tablet,0,237,6,1
180.05,credit card,electronics,1,56,tablet,0,90,7,1
78.65,credit card,toys & games,1,32,tablet,0,170,19,1
41.87,credit card,health & beauty,3,52,desktop,0,114,19,1
81.69,debit card,electronics,1,17,mobile,0,223,0,1
192.8,credit card,health & beauty,5,34,tablet,0,136,21,1
197.47,credit card,toys & games,1,44,mobile,0,276,21,1
83.87,bank transfer,toys & games,1,43,tablet,0,270,20,1
45.86,PayPal,home & garden,2,49,tablet,0,261,5,1
304.76,bank transfer,health & beauty,5,35,mobile,0,190,3,1
195.43,PayPal,toys & games,3,41,mobile,0,222,12,1
178.45,credit card,health & beauty,4,46,tablet,0,57,1,1
445.51,bank transfer,clothing,2,30,mobile,1,9,7,1
102.36,PayPal,home & garden,2,39,desktop,0,251,23,1
187.98,bank transfer,toys & games,5,37,mobile,0,90,13,1
202.59,credit card,toys & games,1,28,desktop,0,206,17,1
1337.5,bank transfer,health & beauty,1,43,desktop,1,1,6,1
161.8,credit card,health & beauty,3,28,tablet,0,165,8,1
13.66,credit card,health & beauty,5,45,tablet,0,342,12,1
158.0,credit card,electronics,5,33,tablet,0,50,10,0
22.88,bank transfer,home & garden,3,42,desktop,1,12,7,1
649.44,credit card,toys & games,2,33,desktop,0,210,8,1
334.24,bank transfer,toys & games,4,48,tablet,0,159,8,1
630.77,PayPal,health & beauty,2,43,tablet,0,32,3,1
582.68,debit card,clothing,5,38,mobile,0,130,21,1
405.5,bank transfer,clothing,3,29,tablet,1,15,15,1
99.02,credit card,clothing,1,42,desktop,1,291,3,1
163.71,credit card,electronics,3,24,mobile,0,27,7,1
596.2,credit card,toys & games,3,53,desktop,0,4,7,1
794.91,bank transfer,home & garden,5,36,tablet,0,71,16,1
118.84,debit card,toys & games,3,28,desktop,0,261,21,1
484.76,credit card,home & garden,2,33,desktop,0,104,20,1
104.78,debit card,electronics,5,40,mobile,0,1,2,1
410.04,debit card,electronics,5,43,mobile,0,135,2,1
101.82,debit card,health & beauty,2,37,mobile,0,353,16,1
84.81,credit card,home & garden,1,21,desktop,0,275,5,1
335.61,credit card,health & beauty,4,57,desktop,0,39,20,1
477.84,debit card,toys & games,4,21,mobile,0,207,22,1
222.83,PayPal,toys & games,4,31,mobile,0,244,11,0
450.45,debit card,toys & games,2,28,mobile,0,20,21,1
222.21,debit card,home & garden,4,39,mobile,0,37,18,1
320.9,bank transfer,health & beauty,3,10,tablet,0,318,11,1
148.09,bank transfer,health & beauty,1,35,mobile,0,4,12,1
451.16,debit card,home & garden,2,33,tablet,0,89,23,0
975.38,credit card,home & garden,3,51,desktop,0,292,12,1
13.88,PayPal,clothing,5,43,desktop,0,139,0,1
145.9,credit card,health & beauty,2,27,tablet,0,79,6,1
38.64,credit card,electronics,2,52,tablet,0,1,9,1
253.02,debit card,home & garden,1,36,mobile,0,305,17,1
131.57,credit card,home & garden,5,44,mobile,0,127,4,1
270.7,credit card,electronics,3,14,tablet,0,1,17,1
148.96,debit card,health & beauty,2,21,desktop,0,308,11,1
572.86,credit card,toys & games,4,44,tablet,0,307,3,1
419.43,debit card,home & garden,5,33,mobile,0,147,23,1
408.26,credit card,electronics,2,29,mobile,0,204,4,1
344.49,bank transfer,toys & games,2,35,tablet,0,270,9,1
339.09,bank transfer,electronics,4,31,mobile,0,348,12,1
614.4,PayPal,clothing,5,42,desktop,1,23,17,1
170.69,debit card,home & garden,1,23,mobile,0,248,9,1
246.49,debit card,toys & games,4,27,desktop,0,241,16,1
110.53,PayPal,electronics,4,48,desktop,1,97,5,1
494.93,bank transfer,toys & games,1,41,desktop,0,308,6,1
589.12,bank transfer,toys & games,5,35,desktop,0,77,1,1
119.14,bank transfer,health & beauty,3,26,desktop,0,100,11,0
20.27,debit card,electronics,5,28,mobile,0,359,20,1
82.3,debit card,clothing,1,42,tablet,0,13,10,1
703.9499999999999,PayPal,toys & games,5,38,tablet,1,13,10,1
547.49,debit card,home & garden,4,26,mobile,0,61,8,1
282.95,bank transfer,toys & games,1,35,desktop,0,43,2,1
394.4,bank transfer,home & garden,4,32,mobile,0,324,13,1
459.11,debit card,health & beauty,2,41,mobile,0,103,13,1
24.07,debit card,electronics,3,26,mobile,0,124,21,1
42.81,bank transfer,toys & games,1,33,mobile,0,174,16,1
16.93,debit card,health & beauty,2,41,mobile,0,143,5,1
16.06,debit card,health & beauty,5,1,tablet,0,41,16,1
38.62,credit card,home & garden,3,7,mobile,0,347,12,1
151.79,bank transfer,health & beauty,5,35,mobile,0,252,15,1
513.22,bank transfer,health & beauty,4,40,mobile,0,193,3,1
338.85,PayPal,toys & games,5,31,mobile,0,41,22,1
812.7,bank transfer,health & beauty,4,39,desktop,0,306,19,1
534.32,PayPal,health & beauty,5,57,desktop,0,27,21,1
120.85,credit card,health & beauty,5,33,desktop,0,313,11,0
505.23,bank transfer,home & garden,3,37,desktop,0,310,5,1
168.54,credit card,clothing,5,25,desktop,0,285,15,1
252.69,credit card,toys & games,2,32,tablet,0,43,16,0
49.14,credit card,toys & games,5,42,desktop,0,25,6,1
88.78,credit card,health & beauty,5,43,desktop,0,216,1,1
341.57,credit card,clothing,4,48,mobile,0,211,16,1
82.92,debit card,health & beauty,5,32,mobile,0,290,9,1
160.67,bank transfer,clothing,3,40,tablet,0,59,19,1
171.49,bank transfer,home & garden,1,44,desktop,0,210,8,1
631.79,credit card,health & beauty,4,42,desktop,0,186,6,1
94.16,debit card,home & garden,1,29,mobile,0,75,3,1
305.29,bank transfer,health & beauty,3,39,desktop,0,281,21,1
51.54,bank transfer,electronics,2,45,mobile,0,323,15,1
242.76,debit card,home & garden,3,55,desktop,0,99,1,1
28.08,bank transfer,clothing,3,28,tablet,0,38,6,1
118.4,debit card,toys & games,4,26,mobile,1,100,5,1
256.88,credit card,health & beauty,5,19,desktop,0,251,13,1
68.41,PayPal,toys & games,3,29,tablet,0,126,0,1
488.0,PayPal,clothing,5,19,mobile,0,2,10,1
271.16,credit card,health & beauty,1,32,tablet,0,104,22,1
24.0,credit card,toys & games,5,55,tablet,0,199,9,1
43.63,bank transfer,clothing,1,37,desktop,0,64,19,1
474.66,PayPal,health & beauty,3,14,desktop,0,51,15,1
752.08,bank transfer,clothing,4,19,desktop,0,56,0,0
66.72,debit card,clothing,1,42,mobile,0,256,19,1
83.01,bank transfer,toys & games,1,35,tablet,0,308,15,1
48.63,debit card,clothing,1,43,mobile,0,97,21,1
403.99,debit card,health & beauty,5,44,mobile,0,223,21,1
289.51,PayPal,health & beauty,2,37,desktop,0,67,0,1
192.12,PayPal,electronics,2,27,desktop,0,186,1,1
260.69,PayPal,clothing,5,49,tablet,0,91,22,1
216.08,credit card,toys & games,5,15,mobile,1,61,1,1
69.65,debit card,clothing,1,20,mobile,0,250,20,1
132.46,credit card,health & beauty,1,39,desktop,0,189,1,1
848.33,credit card,electronics,5,45,mobile,0,343,18,0
135.79,PayPal,electronics,3,37,mobile,0,33,17,1
89.57,credit card,health & beauty,3,30,desktop,0,345,10,1
156.1,credit card,electronics,3,35,mobile,0,5,23,1
475.84,PayPal,home & garden,4,23,mobile,0,118,11,1
118.93,PayPal,home & garden,2,52,desktop,0,120,9,1
114.12,bank transfer,clothing,2,25,mobile,0,154,13,1
31.17,PayPal,clothing,2,27,desktop,0,343,22,0
416.94,credit card,electronics,4,40,tablet,0,162,16,1
153.1,PayPal,health & beauty,3,23,mobile,1,254,22,1
275.62,debit card,toys & games,2,41,desktop,0,59,15,1
15.78,credit card,health & beauty,3,11,tablet,0,356,15,1
213.74,debit card,home & garden,3,32,mobile,0,330,20,0
383.3,bank transfer,electronics,2,30,desktop,0,141,5,1
606.32,debit card,clothing,1,21,desktop,0,257,13,1
276.35,credit card,electronics,5,42,tablet,0,255,15,1
430.05,PayPal,toys & games,2,24,mobile,0,242,9,1
308.46,PayPal,electronics,3,38,mobile,0,243,7,1
180.69,bank transfer,clothing,2,35,desktop,0,203,7,1
375.48,PayPal,health & beauty,1,39,desktop,0,258,10,0
558.37,debit card,toys & games,3,20,mobile,0,32,22,0
194.31,credit card,clothing,2,40,desktop,0,123,5,1
533.97,credit card,electronics,3,46,mobile,1,4,2,1
144.14,bank transfer,clothing,2,22,desktop,0,292,20,0
689.23,bank transfer,health & beauty,2,37,mobile,0,158,16,1
165.97,PayPal,electronics,1,47,tablet,0,155,15,1
85.72,bank transfer,toys & games,4,24,tablet,0,9,11,1
258.47,bank transfer,electronics,1,60,tablet,1,106,7,1
145.35,PayPal,clothing,5,13,tablet,0,256,23,1
18.53,PayPal,clothing,1,28,desktop,0,216,1,1
25.28,bank transfer,home & garden,4,10,tablet,0,124,2,1
100.86,credit card,clothing,1,38,mobile,0,228,23,1
418.38,PayPal,health & beauty,2,40,desktop,0,159,11,1
37.66,credit card,health & beauty,5,28,desktop,0,5,1,1
20.67,debit card,home & garden,4,30,mobile,0,85,4,1
14.05,PayPal,home & garden,5,29,mobile,0,190,6,1
141.69,debit card,toys & games,3,36,desktop,0,87,4,0
85.60000000000001,debit card,electronics,5,24,tablet,1,9,10,1
108.24,bank transfer,home & garden,1,25,desktop,0,290,12,1
258.71,bank transfer,toys & games,4,17,desktop,0,62,1,1
43.51,PayPal,toys & games,2,37,mobile,0,91,11,1
262.6,PayPal,electronics,3,9,mobile,0,189,12,1
476.4,credit card,health & beauty,2,36,mobile,1,136,2,1
58.6,bank transfer,clothing,1,24,desktop,0,86,6,1
51.44,PayPal,health & beauty,2,21,tablet,0,194,8,0
59.1,debit card,home & garden,1,17,mobile,0,88,2,1
157.19,credit card,electronics,2,30,desktop,0,343,3,1
57.13,credit card,health & beauty,2,23,mobile,0,246,15,1
26.98,debit card,toys & games,1,32,tablet,0,47,22,0
150.11,PayPal,health & beauty,2,19,desktop,0,218,22,0
87.96,PayPal,electronics,4,44,mobile,0,160,19,1
83.22,debit card,electronics,5,26,tablet,0,303,0,1
73.08,debit card,home & garden,5,26,mobile,0,4,5,1
52.4,credit card,toys & games,4,30,tablet,0,120,15,1
104.97,bank transfer,clothing,2,36,mobile,1,14,12,1
25.35,credit card,clothing,2,40,mobile,0,157,19,1
45.08,PayPal,health & beauty,1,21,tablet,0,334,0,0
1340.75,debit card,home & garden,3,41,mobile,1,311,3,1
260.75,debit card,electronics,5,36,desktop,1,293,0,1
24.8,bank transfer,toys & games,5,18,tablet,0,93,3,1
138.46,PayPal,health & beauty,3,42,mobile,0,239,6,0
314.92,PayPal,toys & games,1,33,desktop,0,361,3,1
459.11,credit card,health & beauty,4,36,mobile,0,297,2,1
63.76,debit card,electronics,5,44,tablet,0,221,6,1
63.79,credit card,toys & games,5,45,mobile,0,172,18,1
40.28,debit card,home & garden,4,28,tablet,0,123,17,1
55.28,debit card,home & garden,5,20,mobile,0,289,19,1
216.54,credit card,health & beauty,2,39,desktop,0,154,23,0
68.15,PayPal,toys & games,2,34,mobile,0,10,10,0
242.8,PayPal,clothing,1,53,desktop,0,140,14,1
287.34,debit card,electronics,2,43,tablet,0,44,7,1
259.68,PayPal,clothing,1,26,desktop,0,319,11,0
24.25,debit card,clothing,2,33,desktop,0,86,13,1
91.32,credit card,toys & games,5,27,mobile,0,141,18,1
174.24,bank transfer,clothing,2,35,mobile,0,79,4,1
373.25,credit card,clothing,5,29,tablet,0,213,5,1
53.65,PayPal,home & garden,1,37,tablet,1,10,11,1
112.59,credit card,health & beauty,4,31,desktop,0,352,9,1
104.13,credit card,electronics,5,30,tablet,0,289,19,1
66.18,bank transfer,clothing,4,28,mobile,0,345,0,1
78.18,bank transfer,toys & games,4,21,tablet,0,275,8,1
297.61,credit card,home & garden,4,38,tablet,0,77,8,1
171.63,bank transfer,health & beauty,4,37,mobile,0,131,16,0
13.32,credit card,home & garden,4,40,tablet,0,324,13,1
31.85,bank transfer,health & beauty,2,36,desktop,0,276,9,1
15.5,debit card,health & beauty,5,51,mobile,0,264,8,1
2624.5,PayPal,toys & games,5,41,desktop,1,3,2,1
192.76,credit card,clothing,2,42,mobile,0,348,19,1
333.58,PayPal,home & garden,1,45,desktop,0,171,3,1
702.36,bank transfer,clothing,3,35,tablet,0,262,16,1
162.54,credit card,health & beauty,2,40,tablet,0,281,9,0
429.63,bank transfer,electronics,1,37,mobile,0,238,9,0
206.78,bank transfer,home & garden,4,16,desktop,0,26,17,1
27.08,credit card,health & beauty,2,35,desktop,0,305,7,1
13.7,credit card,health & beauty,2,29,mobile,0,245,10,1
120.27,bank transfer,health & beauty,5,51,tablet,0,287,8,1
275.25,credit card,home & garden,3,34,tablet,0,314,5,1
243.17,debit card,clothing,5,30,mobile,0,231,21,1
24.43,PayPal,health & beauty,2,57,tablet,0,261,2,0
246.59,PayPal,toys & games,1,25,mobile,0,149,10,1
119.39,bank transfer,home & garden,4,26,desktop,0,84,3,1
22.56,PayPal,electronics,4,42,tablet,0,228,14,1
786.03,credit card,electronics,4,34,mobile,0,302,11,1
188.14,bank transfer,health & beauty,1,30,desktop,0,15,16,1
44.32,PayPal,health & beauty,3,48,tablet,0,332,16,1
22.76,PayPal,home & garden,3,43,tablet,0,242,20,0
731.43,debit card,health & beauty,4,14,mobile,0,191,6,1
51.23,credit card,toys & games,2,40,mobile,0,233,23,1
585.67,bank transfer,home & garden,3,35,mobile,0,83,16,1
43.09,debit card,electronics,1,33,desktop,0,270,0,1
250.76,credit card,home & garden,2,28,desktop,0,94,5,1
92.99,PayPal,electronics,1,49,desktop,0,177,14,1
74.29,debit card,health & beauty,2,35,desktop,0,161,0,1
271.06,PayPal,toys & games,2,38,tablet,0,128,18,1
751.18,PayPal,electronics,1,47,mobile,0,66,3,1
135.01,debit card,electronics,3,29,desktop,0,312,8,1
119.01,credit card,clothing,4,29,tablet,0,89,6,1
71.97,PayPal,home & garden,3,30,tablet,0,281,22,1
61.27,PayPal,clothing,3,54,mobile,0,353,10,0
99.95,bank transfer,home & garden,3,17,tablet,0,302,19,1
50.21,debit card,clothing,4,38,mobile,0,56,11,1
48.71,PayPal,electronics,3,24,tablet,0,145,22,1
74.39,bank transfer,clothing,5,35,desktop,0,44,14,0
488.73,PayPal,toys & games,5,32,tablet,0,234,11,1
57.75,debit card,health & beauty,2,26,tablet,0,324,17,1
650.81,debit card,toys & games,4,30,tablet,0,293,21,1
908.68,bank transfer,home & garden,4,32,mobile,0,246,7,1
94.11,debit card,toys & games,3,20,mobile,0,266,5,1
77.48,PayPal,home & garden,3,39,mobile,0,257,0,1
639.89,bank transfer,home & garden,5,24,desktop,0,52,12,1
411.37,PayPal,health & beauty,4,29,mobile,0,79,17,1
33.18,credit card,electronics,4,43,desktop,0,191,16,1
396.54,credit card,health & beauty,3,55,mobile,0,214,22,1
173.78,debit card,home & garden,3,24,mobile,0,165,19,0
316.78,bank transfer,electronics,1,44,desktop,0,97,12,1
448.07,PayPal,health & beauty,4,42,mobile,0,161,17,1
53.96,debit card,home & garden,1,43,desktop,0,286,6,0
57.97,bank transfer,electronics,3,19,mobile,0,183,2,1
262.26,bank transfer,health & beauty,4,16,desktop,0,330,21,1
107.19,debit card,home & garden,3,30,desktop,0,36,10,1
295.69,debit card,home & garden,5,34,tablet,0,271,23,1
48.2,credit card,electronics,2,46,mobile,0,202,15,1
196.52,debit card,toys & games,4,25,desktop,0,113,21,0
104.94,PayPal,toys & games,4,22,tablet,0,278,21,1
100.15,bank transfer,health & beauty,1,53,mobile,0,260,8,1
179.38,PayPal,health & beauty,4,32,mobile,0,48,13,1
55.57,bank transfer,electronics,1,39,tablet,0,35,23,1
99.32,debit card,electronics,4,33,desktop,0,187,21,1
132.57,credit card,toys & games,2,31,tablet,0,137,1,1
33.93,credit card,clothing,1,36,desktop,0,130,6,1
615.14,credit card,home & garden,5,34,tablet,0,282,7,1
139.19,bank transfer,home & garden,1,42,desktop,0,11,21,1
42.12,bank transfer,electronics,2,38,tablet,0,242,2,1
159.11,PayPal,health & beauty,1,35,tablet,0,249,19,1
58.9,PayPal,electronics,5,8,mobile,0,119,0,1
174.68,bank transfer,toys & games,5,47,tablet,0,275,9,1
97.54,credit card,health & beauty,5,24,desktop,0,283,4,1
32.34,debit card,toys & games,3,22,tablet,0,115,8,1
69.96,credit card,electronics,5,39,mobile,0,234,4,1
89.51,debit card,clothing,5,41,tablet,0,215,4,1
227.58,PayPal,electronics,1,25,mobile,0,210,14,1
243.9,bank transfer,toys & games,1,26,tablet,0,43,18,1
150.47,bank transfer,electronics,5,31,desktop,0,51,6,1
262.31,PayPal,electronics,3,37,desktop,0,92,8,1
408.16,bank transfer,home & garden,1,46,tablet,0,173,18,1
192.95,credit card,health & beauty,2,39,mobile,0,240,19,1
327.25,PayPal,electronics,2,56,tablet,0,247,16,1
183.79,bank transfer,clothing,4,44,desktop,0,260,1,1
340.05,PayPal,electronics,3,42,mobile,0,85,9,1
595.12,debit card,home & garden,2,40,mobile,0,203,10,0
17.05,PayPal,clothing,1,38,desktop,0,275,12,0
531.36,credit card,toys & games,2,44,desktop,0,229,17,1
68.26,bank transfer,clothing,3,25,desktop,0,164,15,1
45.62,debit card,clothing,2,29,tablet,1,227,6,1
88.94,debit card,home & garden,2,41,tablet,0,217,12,1
39.09,credit card,toys & games,1,31,mobile,1,7,0,1
42.57,credit card,home & garden,2,26,tablet,0,272,18,1
371.18,credit card,toys & games,1,54,desktop,0,300,17,1
348.07,bank transfer,toys & games,5,27,mobile,0,3,8,1
71.44,credit card,health & beauty,1,40,mobile,0,338,22,1
97.35,bank transfer,home & garden,4,38,mobile,0,234,22,1
84.43,debit card,toys & games,2,47,desktop,0,18,10,1
187.61,PayPal,electronics,1,28,tablet,0,4,0,0
46.53,bank transfer,electronics,5,35,desktop,0,296,20,0
201.39,PayPal,electronics,1,45,tablet,0,89,22,1
347.55,debit card,health & beauty,3,27,mobile,0,277,6,1
70.06,PayPal,toys & games,3,40,desktop,0,255,11,1
77.17,bank transfer,clothing,5,42,tablet,0,152,22,1
225.71,bank transfer,home & garden,2,28,mobile,0,107,6,1
348.55,credit card,clothing,5,23,tablet,0,160,9,1
130.76,debit card,home & garden,4,25,mobile,0,341,9,1
81.42,debit card,toys & games,5,24,tablet,0,240,4,0
304.13,bank transfer,toys & games,5,38,mobile,0,86,3,0
62.82,PayPal,toys & games,5,25,tablet,0,357,10,1
130.07,bank transfer,health & beauty,3,45,tablet,0,310,14,1
119.67,debit card,toys & games,3,34,tablet,0,353,10,1
215.15,debit card,toys & games,3,37,mobile,0,98,16,1
307.84,bank transfer,clothing,4,29,mobile,1,9,5,1
628.05,credit card,health & beauty,2,33,mobile,1,4,0,0
219.43,debit card,health & beauty,5,21,desktop,0,58,22,1
60.71,debit card,home & garden,1,49,desktop,0,334,2,1
83.81,debit card,health & beauty,2,22,desktop,0,309,2,1
684.73,bank transfer,health & beauty,5,45,mobile,0,4,5,1
295.2,PayPal,clothing,2,42,desktop,0,252,16,1
252.25,bank transfer,health & beauty,3,31,tablet,1,38,9,1
299.74,debit card,toys & games,4,23,mobile,0,196,8,1
479.78,credit card,clothing,3,46,desktop,0,232,8,1
142.16,bank transfer,clothing,2,33,desktop,0,11,9,1
73.3,debit card,health & beauty,4,33,mobile,0,59,0,1
382.53,PayPal,electronics,1,9,mobile,0,280,15,1
101.27,PayPal,electronics,5,26,desktop,0,141,8,1
236.3,PayPal,clothing,2,42,desktop,0,231,0,1
257.96,credit card,clothing,2,39,tablet,0,216,2,1
29.69,credit card,toys & games,5,39,desktop,0,51,16,1
231.9,debit card,home & garden,1,45,tablet,0,24,19,1
327.58,credit card,toys & games,3,7,tablet,0,321,5,1
782.2,debit card,electronics,5,56,desktop,0,148,19,1
49.98,PayPal,toys & games,1,29,tablet,0,46,12,0
347.79,bank transfer,toys & games,3,7,tablet,0,166,6,1
101.94,debit card,home & garden,1,36,mobile,0,194,23,1
135.66,PayPal,electronics,1,28,desktop,0,1,13,1
244.05,debit card,electronics,5,26,tablet,0,138,8,1
494.16,debit card,clothing,2,30,mobile,0,233,0,1
